street_address,city,postal_code,latitude,longitude
132 Rue Court,Granby,J2G 4Z2,45.40391419579394,-72.72328873716933
411 Chemin de la Réserve,Saguenay,G7J 3N6,48.4258691266652,-71.0841362409293
4940 Rue des Seigneurs Est,Saint-Hyacinthe,J2R 1Z6,45.64296520609492,-72.89972143188236
2202 Chemin Gascon,Terrebonne,J6X 3A1,45.7220940858552,-73.6627266109977
116 Rue Lapointe,Repentigny,J6A 8E5,45.74484303786142,-73.45201230606457
7505 Boulevard Lacordaire,Montréal,H1S 2A6,45.58301818531692,-73.58266789300149
1435 Rue de Lisieux,Sherbrooke,J1K 2A9,45.3847313723381,-71.9443736510144
4868 Rue Édouard-Brunette,Laval,H7T 0J4,45.55110128253555,-73.78720762392356
845 Rue Beauregard,Québec,G1V 4P4,46.78190676997478,-71.28914409429062
2821 Rue des Outardes,Montréal,H4R 0H5,45.5111273288819,-73.7172873940391
206 Rue Denison Ouest,Granby,J2G 4E1,45.39523307214349,-72.72546820633886
255 Rue Vallières,Val-d'Or,J9P 4L4,48.10399269198704,-77.81585501688365
1550 13e Avenue,Shawinigan,G9T 1M2,46.6104887106165,-72.7095800015111
474 Rue du Cardinal-Taschereau,Québec,G1K 1H2,46.81164855717797,-71.24070225347421
80 Boulevard Saint-Joseph,Gatineau,J8Y 3W4,45.42873089017576,-75.73312597113058
408 Rue des Aboiteaux,Québec,G1C 7T6,46.88423056911222,-71.2153273856676
10005 Avenue du Bois-de-Boulogne,Montréal,H4N 3B2,45.5368057846421,-73.6695407151711
3351 Rue des Blés-d'Or,Terrebonne,J7M 1T2,45.7879957906116,-73.7627434407954
164 Rue de Charny,Gatineau,J8R 2T5,45.50307270888505,-75.63795999337428
445 Chemin Saint-Columban,Gatineau,J8V 4E3,45.53397106747096,-75.70408959668329
1563 Rue Bellevue,Longueuil,J4V 3N1,45.4835237455948,-73.4494714679382
625 Rue Francis-Byrne,Québec,G1H 7M3,46.84436519032391,-71.26851573695279
4700 Avenue Bonavista,Montréal,H3W 2C5,45.48527841838531,-73.61885127923752
7 Rue du Collège,Rimouski,G5N 5G8,48.3607303923285,-68.459981355696
1485 Rue des Bassins,Montréal,H3C 1B7,45.48987867892079,-73.56252933747422
1150 Rue de Courchevel,Lévis,G6W 0M3,46.73129384517568,-71.26512901673078
385 Rue Saint-Luc,Laval,H7N 4X8,45.56772716833977,-73.69028390559669
22 Rue de Chazel,Gatineau,J8T 3T9,45.48258836613087,-75.70567322243721
6149 Rue des Wapitis,Québec,G1G 1G5,46.88457293361446,-71.2931150475357
184 Rue Grandfontaine,Saint-Jean-sur-Richelieu,J2X 0A9,45.32066575971601,-73.23836074466203
2342 Avenue Larue,Québec,G1C 1K9,46.88886386793396,-71.15520957933256
111 Rue Dom-Bellot,Québec,G1C 2Z8,46.87894368886062,-71.16025121092369
1845 Avenue Albert-Murphy,Laval,H7T 1J3,45.55600714875449,-73.75834504369658
423 Boulevard Dagenais Est,Laval,H7M 5G8,45.61156842220807,-73.71805921800033
621 Avenue Glazier,Québec,G1M 3A4,46.82345826116133,-71.2643906465632
12440 Rue Trefflé-Berthiaume,Montréal,H1C 0E5,45.6741545172322,-73.5330509838105
1173 9e Rue,Shawinigan,G9T 4H6,46.61479018886679,-72.70095911061837
5065 Rue Paul-Pau,Montréal,H1K 2M7,45.6094185871775,-73.5314957086325
4559 Rue Rivard,Montréal,H2J 2N2,45.5251855866116,-73.5835119767751
5315 Avenue Henri-Julien,Montréal,H2T 2E7,45.52769968809859,-73.59351956112125
51 Rue Saint-Pierre,Québec,G1K 3Z7,46.81382160874454,-71.20286124565094
508 Rue Saint-Zotique Est,Montréal,H2S 1M3,45.53648439714724,-73.60742324317688
1577 Boulevard du Souvenir,Laval,H7N 4Z7,45.56325275325886,-73.72015520397272
1817 Rue de Kitimat,Saguenay,G7S 5E1,48.4318749378613,-71.1886887474251
845 Avenue Crémazie,Saint-Hyacinthe,J2S 8R4,45.60299902899429,-72.97921569413381
1 Rue Radisson,Gatineau,J8Z 1G5,45.46332073540321,-75.74656999854926
1738 Rue Georges,Longueuil,J4T 1W1,45.4981629401966,-73.4712106083898
351 Boulevard Henri-Bourassa Ouest,Montréal,H3L 1N9,45.5453830908714,-73.6743378713939
3230 Avenue Van Horne,Montréal,H3S 1R4,45.5037982490699,-73.62926697250371
430 Avenue Bessette,Saint-Jean-sur-Richelieu,J2X 4M6,45.29818791110449,-73.23104343749088
660 Rue de Champagne,Granby,J2H 0B5,45.37660244886471,-72.73392495323884
392 Rue Boivin,Granby,J2G 2L1,45.40521012667377,-72.73262193214579
432 Rue Reynolds,Granby,J2G 5W7,45.41832729124441,-72.73227078995768
35 Rue Durand,Lévis,G6V 7W4,46.79285351343149,-71.18311006119966
12462 Rue Pavillon,Montréal,H8Z 1N3,45.5126017704136,-73.8384752717025
2927 Route des Pionniers,Rouyn-Noranda,J0Z 1K0,48.086464640555,-78.9422804891654
4232 Rue De La Roche,Montréal,H2J 3H9,45.52658655311921,-73.57443738392517
740 Rue des Commissaires,Trois-Rivières,G9A 4H5,46.34745161360951,-72.53995613892806
402 Rue Lindsay,Drummondville,J2B 1G6,45.88114155645328,-72.48420203816957
3620 Boulevard Saint-Elzéar Ouest,Laval,H7P 0L7,45.56945405010536,-73.77315066217386
248 Rue des Forêts,Saint-Jean-sur-Richelieu,J2W 2E4,45.35581227114814,-73.25768854704133
9950 Carré de Bergerac,Québec,G2B 2N2,46.85125669255406,-71.32907903374975
3775 Boulevard Losch,Longueuil,J3Y 5T7,45.498386659181,-73.4440201128803
47 Rue Saint-Rosaire,Gatineau,J8T 3B2,45.47017160679648,-75.68791718324692
1191 Rue Sarrazin,Terrebonne,J6W 1Z3,45.7073750092847,-73.625270519944
18 Chemin Saint-André,Saint-Jean-sur-Richelieu,J2W 1T7,45.36623881137113,-73.31362149083228
3455 Boulevard De La Rousselière,Montréal,H1A 3Y3,45.6702661641996,-73.5096069864365
270 Boulevard Cartier Ouest,Laval,H7N 5R3,45.55710627249752,-73.69513860953968
2430 Avenue Madison,Montréal,H4B 2T6,45.46530859437802,-73.62421676797068
91 Rue Madeleine-De Verchères,Repentigny,J5Y 0B5,45.78640290648391,-73.40382355614766
2 Rue Samson,Québec,G1M 1B6,46.82755139710843,-71.25930402280646
148 Boulevard de L'Assomption,Repentigny,J6A 1B2,45.72844736961852,-73.48108757366624
490 Boulevard Curé-Labelle (Chomedey),Laval,H7V 2T1,45.53779619758209,-73.73811133624652
1017 Avenue Duchesneau,Québec,G1W 4B3,46.76483063390817,-71.30604572347158
306 Rue de l'Île-de-Mai,Terrebonne,J6W 6C2,45.7011234412837,-73.5839043195064
274 Rue du Parvis,Québec,G1K 8B1,46.8164238678666,-71.2255528945241
711 Boulevard de la Grande-Baie Sud,Saguenay,G7B 2E3,48.32915734073564,-70.87935173737797
2201 Chemin Saint-Louis,Québec,G1T 1P9,46.77196304289687,-71.25622445537739
91 Rue Pelletier,Victoriaville,G6P 9K3,46.0460916719082,-71.9168776158789
375 Rue Mathieu-Da Costa,Québec,G2K 0K4,46.85026432064218,-71.28090321855503
1639 Avenue du Parc-des-Sources,Québec,G1S 4B6,46.78755006792462,-71.25200649772715
1350 Rue Guévin,Victoriaville,G6P 9N4,46.0502339332205,-71.9982812921875
8201 Boulevard de Châteauneuf,Montréal,H1K 1E3,45.6081111832903,-73.558422507505
6973 Boulevard Notre-Dame,Laval,H7X 4C2,45.52796699151812,-73.79100582762727
640 Terrasse du Ruisseau,Montréal,H8T 3L6,45.44357621620316,-73.69558193385268
16 Rue Deslippe,Saint-Jean-sur-Richelieu,J2W 1M9,45.38131861059182,-73.25962266379985
400 Rue de la Seigneuresse,Rimouski,G5L 5X3,48.4379785692875,-68.5193937472899
222 Rue Heriot,Drummondville,J2C 1K1,45.88527704194426,-72.48871093931993
3055 Avenue Ernest-Hemingway,Montréal,H4R 0A8,45.5071277647582,-73.7179410790831
934 Rue Jean-Melançon,Saint-Jean-sur-Richelieu,J2W 3A6,45.33536189471486,-73.29143332536069
63 Rue Beaubien Est,Montréal,H2S 1R1,45.53119396552349,-73.60794910271808
1220 Rue Crescent,Montréal,H3G 0C3,45.49651336504986,-73.57490217238737
7451 Avenue Bloomfield,Montréal,H3N 2H2,45.52838494760694,-73.62692945212919
845 Montée Masson,Terrebonne,J6W 2C7,45.7067898664745,-73.6294096420425
19 Rue René-Philippe,Longueuil,J4R 2J7,45.494846112829,-73.4979662212529
3385 Boulevard Le Carrefour,Laval,H7T 0R1,45.56442229434423,-73.75728366504327
6739 Chemin Saint-Henri,Saguenay,G7N 1M7,48.3033563503073,-71.1056119157205
2065 Avenue Albert-Murphy,Laval,H7T 2V2,45.55986935571215,-73.76268344354398
405 Chemin des Cormiers,Shawinigan,G9R 1A9,46.5714920145449,-72.7680205912023
115 Rue De Coulomb,Saint-Jean-sur-Richelieu,J3B 3X8,45.28220480632791,-73.25445827856306
2767 Rue Mérici,Sherbrooke,J1L 2S2,45.4084466121283,-71.9401170383784
1618 Rue Lawlis,Val-d'Or,J9P 5L6,48.08920589549492,-77.8107882446244
7731 Avenue Hoffman,Québec,G1H 5T5,46.8549522912317,-71.27674502897237
10875 Avenue Louis-Fréchette,Montréal,H1G 4X8,45.6001801812901,-73.620700569966
8510 Rue Jean-Nicolet,Montréal,H1R 0E7,45.5827681960269,-73.6045721105951
615 Rue Mathilde,Québec,G2L 1N4,46.88008665781692,-71.23749770557502
288 69e Avenue,Laval,H7V 2N9,45.53849397113858,-73.73129033462416
950 Rue Sabourin,Trois-Rivières,G9A 6K2,46.32392208309357,-72.58012264921507
2090 Avenue Beaconsfield,Montréal,H4A 2G6,45.46484782643933,-73.61759155649757
7012 Rue Durocher,Montréal,H3N 1Z8,45.52830137560708,-73.62100182756204
1615 Chemin Sainte-Foy,Québec,G1S 2P1,46.78975357589471,-71.25885766753491
97 Rue Desjardins,Gatineau,J8Y 6B4,45.45710987003493,-75.75727817973605
4565 Boulevard Saint-Joseph,Drummondville,J2A 1B4,45.83885184988089,-72.43401978516052
998 Rue Vaillant,Terrebonne,J6X 1N2,45.7071270255818,-73.6597524704736
365 Rue Argenteuil,Sherbrooke,J1N 2T4,45.3493305181764,-71.9880909110667
1045 Rue Viau,Trois-Rivières,G9A 6P6,46.32583013792155,-72.5806338092661
645 Rue Plante,Saint-Hyacinthe,J2T 2J8,45.62212306846754,-72.9281916376057
9465 Rue de Belfort,Québec,G1G 6J6,46.87325204920774,-71.27124999386082
43 Rue Saint-Laurent Est,Rimouski,G5L 2C5,48.4482808853731,-68.5192398704395
5561 9e Avenue (Montréal),Montréal,H1Y 2J7,45.55071873104521,-73.57633916308295
3425 Rue Laure-Conan,Sherbrooke,J1L 0K9,45.4221326053871,-71.9508880027761
135 Rue Biron,Drummondville,J2C 2Y8,45.87249919668515,-72.51020282230125
5205 Route Sainte-Geneviève,Québec,G3K 1Y1,46.83883609316819,-71.39242113443686
1649 Avenue Egan,Montréal,H4E 2J6,45.45297073197974,-73.58690761944439
325 Rue de Champigny,Terrebonne,J6Y 1E7,45.6973097266088,-73.6689840648287
759 Rue des Clairons,Saguenay,G7J 1N2,48.426232420518,-71.0923124729418
6415 Rue Arthur-Chevrier,Montréal,H1G 1S1,45.6194740172196,-73.619100315747
665 111e Rue,Shawinigan,G9P 2T3,46.5234429640927,-72.75341200352905
1590 Rue Lionel-Giroux,Drummondville,J2C 8V3,45.88980169997572,-72.53475432754878
5721 Avenue du Tour-du-Lac,Shawinigan,G0X 1L0,46.6095969592365,-72.6244424280723
4005 Rue Redpath,Montréal,H3G 2G9,45.50022298377248,-73.58428650003923
27 Rue du Potier,Lévis,G6V 8H2,46.81096874205713,-71.16229531733842
250 Rue Désaunier,Repentigny,J5Z 4W5,45.76849903344579,-73.4771144636871
1220 Boulevard Roland-Therrien,Longueuil,J4J 4L6,45.5387763304951,-73.4834221868238
109 Rue des Cerisiers,Lévis,G6V 8W3,46.82249869861164,-71.129408960354
170 Rue Robitaille,Granby,J2H 3J2,45.38684896178256,-72.6968157949045
815 Rue Montpetit (Saint-Hubert),Longueuil,J3Y 7E9,45.5073008189696,-73.4106989959837
1373 Rue de la Sapinière,Lévis,G6K 1B6,46.7028639167684,-71.2942556573908
779 Rue Longpré,Sherbrooke,J1G 4S8,45.3959813030466,-71.8596674534912
800 Avenue des Érables,Québec,G1R 5V9,46.80376147166438,-71.23189448707623
5040 Rue Émile-Jean,Trois-Rivières,G8Y 4C6,46.35953503907223,-72.59696899283962
4145 Rue de Beauséjour,Longueuil,J3Y 7A1,45.4804915453584,-73.4186467708408
594 Rue Hubert-Aquin,Laval,H7R 0B8,45.55444107502703,-73.85734959068924
6401 13e Avenue,Montréal,H1X 2Y6,45.55618096765564,-73.58403323512431
594 4e Avenue,Québec,G1J 3A2,46.82474764543399,-71.22520636641815
431 Rue Montmagny,Québec,G1N 3B3,46.80633908379637,-71.24097005957073
575 Rue Richelieu,Québec,G1R 1K4,46.81069670990849,-71.2207061269539
4350 Avenue Prince-of-Wales,Montréal,H4B 2K9,45.46449663674404,-73.63399763068414
1621 Rue de l'Alouette,Québec,G3K 2L5,46.83467329989295,-71.40433390438949
75 Rue Labrie,Repentigny,J6A 3X9,45.7327146791656,-73.46751700724074
2935 Rue Notre-Dame,Saint-Hyacinthe,J2S 2S1,45.61928030596755,-72.95885735536973
187 Rue Jeannine-Grégoire-Ross,Gatineau,J8P 0K6,45.49377641744803,-75.57794765082657
288 Rue Richmond,Montréal,H3J 0C4,45.48771740804538,-73.56592192701792
1141 Rue Préfontaine,Longueuil,J4K 3W7,45.5194208778712,-73.5007299382169
1199 Boulevard Iberville,Repentigny,J5Y 3H7,45.78036436733347,-73.41592307355214
405 Rue Cardinal-Bégin Est,Rouyn-Noranda,J9X 3H4,48.23688178748417,-79.00772095798523
332 Rue des Faisans,Rimouski,G5L 7S8,48.4337404026205,-68.5351374462287
4757 Rue des Partisans,Sherbrooke,J1N 1P3,45.374668701156,-71.9858106692254
780 Boulevard Basile-Routhier,Repentigny,J6A 7T2,45.76062212345526,-73.45261558454811
8622 Avenue Papineau,Montréal,H2M 2N5,45.55720392223333,-73.62956930786943
8666 Boulevard Saint-Michel,Montréal,H1Z 3E9,45.56814671720171,-73.62019588184516
3784 Rue de la Sarthe,Saguenay,G7X 9X5,48.3984954851348,-71.2457698887576
3333 Avenue Drouin,Saint-Hyacinthe,J2S 0M2,45.64361900413201,-72.9597558086749
1810 Place Martenot,Laval,H7L 5B5,45.59256482775081,-73.73467123405236
844 Avenue Madeleine-De Verchères,Québec,G1S 4K5,46.78974186395656,-71.2613592154034
1747 Rue De Ségur,Lévis,G6W 0S8,46.78361154854424,-71.17400490949915
350 Avenue Vaudreuil,Saint-Hyacinthe,J2S 4G7,45.62633862498192,-72.9398035199154
4913 Avenue Cumberland,Montréal,H4V 2N5,45.4683846981613,-73.64084877160901
3028 Avenue des Aristocrates,Laval,H7E 5H2,45.6166613862248,-73.67747333231418
639 Rue Cocteau,Québec,G1H 7E2,46.85313754592089,-71.24524595311577
87 Rue Brochu,Victoriaville,G6P 8W3,46.0518782520033,-71.9266876783161
1495 Rue Perreault Est,Rouyn-Noranda,J9X 0A5,48.23989453759769,-78.98417251842349
4355 Boulevard Rigaud,Trois-Rivières,G8Y 0A7,46.35282699995084,-72.60016010329817
405 Avenue des Ruisseaux,Lévis,G6C 1N8,46.76999952292316,-71.1271086472264
11 Rue O'Reilly,Montréal,H3E 1T6,45.46286720715899,-73.54070290783204
2905 Chemin Royal,Québec,G1E 1T2,46.847584791839,-71.2159550113703
535 Rue Lemire,Saint-Hyacinthe,J2T 1L5,45.62821375070877,-72.93769508478032
1890 Chemin de Sainte-Flore,Shawinigan,G9T 5Y3,46.6200747644508,-72.7290661615198
1119 Rue Jacques-Cartier,Gatineau,J8T 2W3,45.45903242093283,-75.68803873289306
2555 Rue Sainte-Hélène,Longueuil,J4K 3V3,45.5109959903076,-73.4769757174223
528 Rue des Alouettes,Longueuil,J4G 2N3,45.5588415164963,-73.4840013934559
944 Route Monseigneur-Bourget,Lévis,G6Y 0G3,46.8102416506886,-71.14233025221772
2418 Rue Monet,Laval,H7E 0E4,45.6126654709607,-73.68978342850222
742 Avenue Laporte,Montréal,H4C 2P5,45.47972510929968,-73.58520954148028
2858 Chemin Galvin,Sherbrooke,J1G 4H3,45.4052474498921,-71.8287119194369
4400 Rue Jean-Talon Est,Montréal,H1S 0C5,45.56904009657502,-73.58761799772805
358 Rue Rodolphe-Racine,Sherbrooke,J1R 0S7,45.3880156683943,-72.0057499077679
1169 Rue Labonté,Longueuil,J4J 3J6,45.5279601856418,-73.4945206925346
101 Rue des Églantiers,Gatineau,J8Y 6K9,45.4574035674708,-75.76512521554301
1590 Rue de la Poudrerie,Québec,G2G 2B3,46.77771689878833,-71.3588289743292
357 Rue de Montmartre,Saint-Jean-sur-Richelieu,J2W 2K7,45.35755972514637,-73.30041409873417
112 Rue des Graves,Gatineau,J8R 2R3,45.50045816890717,-75.67505706889325
6831 Rue D'Iberville,Montréal,H2G 2C9,45.55172029436651,-73.59684597071386
9371 Rue Hochelaga,Montréal,H1L 2P7,45.60862897503981,-73.51660261648091
1179 Avenue de la Châtellenie,Québec,G1S 3V6,46.78861138316843,-71.24862482595006
1525 Rue Sherbrooke Ouest,Montréal,H3G 1L7,45.4969583423259,-73.58192730464347
2082 Boulevard Royal,Shawinigan,G9N 2V9,46.55648272517098,-72.74568929463435
1042 Chemin des Villégiateurs,Rouyn-Noranda,J0Z 3J0,47.9346776284889,-79.26316899788242
3403 Rue Hertel,Québec,G1X 2J7,46.76553694930091,-71.3206018155867
62 Rue des Pivoines,Victoriaville,G6T 2J4,46.0621697574836,-71.9969837537392
539 Rue des Draveurs,Rimouski,G5L 8L3,48.4307825986367,-68.5474756228279
422 Boulevard Saint-Joseph Est,Montréal,H2J 1J5,45.52649325596254,-73.5873471623607
460 Boulevard de l'Université,Rouyn-Noranda,J9X 5W7,48.23022591715096,-79.01006014613702
3725 Rue La Vérendrye,Sherbrooke,J1L 1W8,45.3969425032026,-71.9545514319553
1112 Rue Gilford,Montréal,H2J 1P8,45.52961364891318,-73.58227669237334
10239 Rue Pierre-Louis-Panet,Montréal,H1C 0C4,45.6575415993548,-73.5518914846886
1890 Rue Émilie-Gadbois,Laval,H7W 0B6,45.54369084855027,-73.7787947231012
671 Rue Triest,Sherbrooke,J1E 2M8,45.4180845712727,-71.8797263931232
1288 Chemin de Château-Bigot,Québec,G2L 1G9,46.88996315419519,-71.26236036198958
3260 Avenue Watt,Québec,G1X 4T5,46.78227669308395,-71.33219756138934
475 Rue du Père-Joseph-Jean,Rimouski,G5N 1K7,48.4269818087086,-68.5248255538849
2035 Boulevard Mercure,Drummondville,J2B 3P5,45.85797323435818,-72.45988139857278
2990 Rue Mazenod,Longueuil,J4L 4C8,45.5270066232635,-73.4550654176737
23 Chemin de la Seigneurie,Lac-Beauport,G3B 0N2,46.9573525471716,-71.2806453909843
400 Rue de l'Érablière,Beaupré,G0A 1E0,47.0447420849512,-70.9001985165596
367 Avenue des Bouleaux,Vallée-Jonction,G0S 3J0,46.374931789686,-70.9399062894456
141 Chemin Côté,Lac-Édouard,G0X 3N0,47.6729108117205,-72.2660705447187
1124 Petit-9e Rang,Chazel,J0Z 1N0,48.8467481656002,-79.0147780492095
27 Rue Sévigny,Saint-Apollinaire,G0S 2E0,46.6193645878872,-71.5035404428337
165 Rue du Sacré-Coeur,Charlemagne,J5Z 1X2,45.72365864284004,-73.48946363129231
11 Route de la Montagne,Saint-Moïse,G0J 2Z0,48.5486168965616,-67.8520074541921
530 Rue La Salle,Malartic,J0Y 1Z0,48.1361698880228,-78.1180012654819
34 2e Avenue,Saint-Placide,J0V 2B0,45.52537179359082,-74.20635589844389
56 Rue Vézina,Saint-Esprit,J0K 2L0,45.89964645179499,-73.66024319251267
933 Place Mervin-Walter,McMasterville,J3G 6S2,45.55027509301794,-73.24243617362711
2259 Rue des Érables,Frontenac,G6B 2S1,45.57346471712,-70.8344056531411
565 Rue Fréchette,Saint-Georges-de-Windsor,J0A 1J0,45.6472347091236,-71.8891445795947
726 Boulevard Taschereau Sud,Sainte-Marie,G6E 1V6,46.4359992995589,-71.00776240323745
229 Rue Principale,Warden,J0E 2M0,45.38059350509841,-72.50379477047909
264 Rue Allan,Saint-Armand,J0J 1N0,45.0419636335406,-73.072176590738
337 Rue Principale,Baie-du-Febvre,J0G 1A0,46.1381713797751,-72.7190836236999
12 Rue du Curé-Valois,Saint-Paul,J6E 6G6,46.010462271768,-73.4571964504743
7 Chemin de la Buse,Austin,J0B 1B0,45.15648245466102,-72.30741952526073
